defect_id,production_id,defect_type,defect_quantity,inspection_date
622,50471,Material Fault,3.0,2026-01-25
623,2284,Crack,15.0,2024-02-25
624,31987,Color Mismatch,30.0,2024-07-22
625,36721,Alignment Issue,8.0,2025-08-09
626,83435,Alignment Issue,32.0,2025-11-04
627,35068,Material Fault,18.0,2025-07-20
628,12733,Crack,28.0,2025-09-17
629,5793,Material Fault,13.0,2024-05-11
630,76140,Alignment Issue,9.0,2025-11-09
631,96395,Material Fault,24.0,2025-10-31
632,55458,Material Fault,43.0,2025-09-17
633,52635,Material Fault,35.0,2025-04-30
634,79779,Alignment Issue,1.0,2025-10-12
635,44539,Crack,27.0,2025-06-11
636,75905,Color Mismatch,15.0,2025-12-17
637,51990,Color Mismatch,39.0,2024-08-29
638,69475,Color Mismatch,45.0,2024-09-07
639,23899,Crack,48.0,2026-01-03
640,24,Color Mismatch,,2025-09-10
641,19000,Material Fault,38.0,2024-12-12
642,9116,Color Mismatch,14.0,2025-12-27
643,94040,Color Mismatch,3.0,2026-01-13
644,7703,Color Mismatch,,2024-08-29
645,37680,Material Fault,41.0,2025-02-07
646,8428,Alignment Issue,17.0,2025-09-23
647,78797,Material Fault,15.0,2024-06-29
648,11065,Crack,15.0,2025-02-12
649,4680,Color Mismatch,5.0,2025-04-30
650,47100,Color Mismatch,32.0,2024-10-22
651,96709,Material Fault,43.0,2024-06-28
652,15951,Alignment Issue,17.0,2025-12-31
653,73439,Color Mismatch,48.0,2025-06-20
654,64698,Color Mismatch,4.0,2025-12-15
655,91045,Material Fault,13.0,2024-03-21
656,57412,Alignment Issue,6.0,2025-06-28
657,62184,Alignment Issue,31.0,2025-02-26
658,92811,Alignment Issue,29.0,2025-08-19
659,9554,Color Mismatch,,2025-04-14
660,55265,Color Mismatch,11.0,2025-11-02
661,88724,Alignment Issue,21.0,2024-10-02
662,10904,Color Mismatch,14.0,2025-08-14
663,65710,Material Fault,27.0,2024-06-18
664,48652,Material Fault,22.0,2025-07-15
665,33612,Material Fault,46.0,2025-11-04
666,46095,Color Mismatch,25.0,2025-03-04
667,59014,Alignment Issue,24.0,2025-04-02
668,4961,Color Mismatch,49.0,2025-01-01
669,16790,Material Fault,14.0,2024-06-12
670,2943,Crack,5.0,2025-06-12
671,99807,Material Fault,29.0,2025-06-14
672,14388,Color Mismatch,10.0,2025-04-09
673,28485,Material Fault,9.0,2024-04-07
674,90171,Material Fault,38.0,2025-08-27
675,54161,Crack,47.0,2024-10-24
676,68888,Crack,36.0,2025-06-19
677,16054,Crack,40.0,2025-06-01
678,29413,Color Mismatch,18.0,2024-03-09
679,57970,Alignment Issue,49.0,2024-08-14
680,67388,Material Fault,35.0,2024-08-29
681,5545,Crack,45.0,2025-09-05
682,64002,Crack,44.0,2025-06-24
683,19924,Crack,46.0,2025-09-08
684,42951,Color Mismatch,49.0,2025-11-21
685,29672,Crack,45.0,2025-08-21
686,5708,Alignment Issue,9.0,2025-08-16
687,38343,Color Mismatch,7.0,2025-06-15
688,40091,Alignment Issue,3.0,2024-04-07
689,13750,Crack,18.0,2025-08-26
690,19279,Material Fault,7.0,2024-09-26
691,51303,Crack,47.0,2025-05-04
692,28785,Crack,19.0,2026-02-16
693,66592,Alignment Issue,16.0,2024-06-12
694,72898,Alignment Issue,12.0,2025-09-07
695,46785,Material Fault,25.0,2024-09-29
696,67739,Color Mismatch,12.0,2026-01-20
697,95887,Crack,37.0,2024-07-05
698,95646,Crack,30.0,2025-02-07
699,62246,Crack,43.0,2024-04-15
700,94778,Crack,40.0,2025-07-21
701,16518,Alignment Issue,48.0,2024-12-20
702,90218,Alignment Issue,36.0,2026-01-08
703,59714,Material Fault,46.0,2025-11-26
704,63177,Color Mismatch,24.0,2025-06-07
705,13599,Alignment Issue,29.0,2024-11-16
706,39114,Color Mismatch,12.0,2025-06-26
707,91377,Crack,48.0,2024-10-09
708,2240,Material Fault,45.0,2025-04-15
709,58803,Crack,8.0,2024-09-03
710,95141,Crack,16.0,2025-04-30
711,29952,Material Fault,6.0,2025-09-11
712,5963,Crack,43.0,2025-09-15
713,58302,Material Fault,2.0,2025-02-20
714,50397,Material Fault,24.0,2024-09-16
715,40664,Color Mismatch,23.0,2025-08-23
716,16695,Material Fault,15.0,2024-03-22
717,46157,Color Mismatch,3.0,2025-07-30
718,40214,Material Fault,18.0,2024-09-23
719,50742,Material Fault,23.0,2025-05-03
720,2243,Color Mismatch,48.0,2025-07-16
721,54066,Crack,47.0,2025-12-24
722,29145,Color Mismatch,37.0,2025-12-24
723,22989,Material Fault,3.0,2024-11-11
724,20992,Material Fault,47.0,2024-12-19
725,87185,Crack,24.0,2026-02-13
726,235,Alignment Issue,6.0,2024-03-30
727,26422,Crack,34.0,2025-09-25
728,29303,Color Mismatch,18.0,2026-01-18
729,94832,Material Fault,43.0,2025-06-05
730,68227,Alignment Issue,19.0,2024-07-20
731,28913,Alignment Issue,26.0,2025-09-05
732,43129,Crack,46.0,2024-07-21
733,47653,Alignment Issue,21.0,2024-08-10
734,60005,Alignment Issue,9.0,2025-06-13
735,16041,Color Mismatch,5.0,2024-12-06
736,13606,Crack,23.0,2025-08-31
737,21356,Color Mismatch,34.0,2025-04-30
738,32793,Crack,39.0,2024-12-01
739,52029,Color Mismatch,16.0,2026-02-07
740,24942,Color Mismatch,2.0,2025-02-06
741,40390,Alignment Issue,48.0,2024-05-30
742,92109,Color Mismatch,21.0,2024-03-21
743,4487,Alignment Issue,23.0,2025-06-30
744,52869,Material Fault,14.0,2024-08-01
745,45261,Crack,15.0,2025-10-20
746,96060,Crack,36.0,2025-03-11
747,99423,Material Fault,21.0,2024-02-23
748,13932,Alignment Issue,19.0,2025-11-13
749,26880,Color Mismatch,6.0,2024-10-28
750,4630,Alignment Issue,8.0,2024-06-16
751,15466,Alignment Issue,1.0,2024-03-23
752,58103,Color Mismatch,3.0,2024-11-16
753,48991,Color Mismatch,23.0,2025-11-01
754,87416,Alignment Issue,40.0,2025-10-03
755,14060,Color Mismatch,7.0,2025-01-27
756,36222,Material Fault,40.0,2025-11-21
757,34357,Crack,13.0,2024-09-18
758,19816,Alignment Issue,3.0,2025-04-21
759,60596,Color Mismatch,21.0,2025-01-09
760,71705,Color Mismatch,9.0,2026-02-15
761,33509,Material Fault,31.0,2025-09-21
762,41295,Alignment Issue,21.0,2025-12-20
763,22420,Crack,39.0,2024-03-18
764,1680,Alignment Issue,31.0,2025-04-29
765,97562,Crack,8.0,2025-02-08
766,32936,Alignment Issue,30.0,2025-04-02
767,9265,Crack,1.0,2025-12-01
768,3223,Alignment Issue,10.0,2025-12-03
769,3026,Alignment Issue,20.0,2024-05-13
770,80184,Alignment Issue,34.0,2026-02-18
771,26792,Alignment Issue,15.0,2025-10-31
772,68963,Color Mismatch,36.0,2025-12-10
773,33850,Color Mismatch,15.0,2025-08-08
774,2833,Alignment Issue,31.0,2025-10-18
775,54164,Color Mismatch,41.0,2024-04-29
776,83073,Crack,16.0,2025-12-29
777,22021,Material Fault,35.0,2024-11-06
778,36067,Color Mismatch,26.0,2025-10-24
779,22648,Crack,24.0,2024-05-08
780,1314,Alignment Issue,17.0,2024-04-17
781,80199,Color Mismatch,10.0,2025-01-10
782,43527,Crack,33.0,2025-04-08
783,28979,Color Mismatch,18.0,2025-12-01
784,3464,Material Fault,36.0,2026-02-09
785,3689,Material Fault,42.0,2026-02-14
786,97539,Crack,4.0,2025-08-03
787,50440,Alignment Issue,49.0,2024-10-15
788,9517,Color Mismatch,46.0,2025-05-30
789,67817,Alignment Issue,38.0,2026-01-18
790,13786,Crack,27.0,2025-05-12
791,13796,Crack,13.0,2025-01-26
792,27506,Material Fault,15.0,2025-10-15
793,51117,Alignment Issue,20.0,2025-01-01
794,81101,Crack,16.0,2025-03-25
795,62589,Crack,20.0,2025-09-21
796,44723,Alignment Issue,24.0,2024-12-18
797,23780,Alignment Issue,14.0,2025-11-11
798,98155,Material Fault,37.0,2024-08-02
799,70191,Crack,43.0,2025-03-23
800,83042,Alignment Issue,31.0,2025-08-06
801,39685,Color Mismatch,12.0,2026-02-01
802,7311,Material Fault,17.0,2024-07-04
803,44247,Material Fault,25.0,2026-02-21
804,29750,Material Fault,47.0,2025-12-04
805,57620,Crack,39.0,2025-11-15
806,76290,Color Mismatch,6.0,2025-10-19
807,35785,Color Mismatch,40.0,2024-05-07
808,91226,Color Mismatch,25.0,2024-04-05
809,83332,Material Fault,29.0,2024-04-19
810,53214,Color Mismatch,16.0,2024-04-20
811,26698,Material Fault,36.0,2024-07-22
812,48666,Color Mismatch,10.0,2025-04-11
813,36059,Color Mismatch,34.0,2025-02-06
814,73921,Alignment Issue,46.0,2025-02-25
815,96000,Material Fault,10.0,2024-09-26
816,58908,Alignment Issue,46.0,2024-12-13
817,50457,Color Mismatch,27.0,2025-07-12
818,21213,Material Fault,13.0,2024-08-06
819,701,Material Fault,38.0,2025-04-05
820,16111,Color Mismatch,20.0,2024-07-06
821,20867,Material Fault,20.0,2025-09-20
822,75745,Material Fault,7.0,2024-03-25
823,65138,Color Mismatch,4.0,2025-04-29
824,2728,Alignment Issue,44.0,2024-03-06
825,36609,Material Fault,5.0,2024-09-02
826,75599,Color Mismatch,26.0,2024-08-09
827,36184,Alignment Issue,41.0,2025-02-24
828,74511,Material Fault,49.0,2024-05-31
829,94585,Color Mismatch,19.0,2025-10-09
830,43319,Color Mismatch,47.0,2024-10-26
831,66014,Crack,35.0,2026-01-18
832,62586,Alignment Issue,8.0,2024-07-25
833,52957,Color Mismatch,7.0,2026-02-06
834,31270,Color Mismatch,26.0,2025-02-18
835,7158,Material Fault,21.0,2025-04-30
836,440,Crack,45.0,2025-06-16
837,34186,Crack,40.0,2025-09-22
838,51579,Color Mismatch,1.0,2025-10-22
839,6468,Crack,12.0,2025-05-04
840,8010,Material Fault,15.0,2025-04-22
841,70471,Color Mismatch,49.0,2025-01-06
842,20755,Alignment Issue,32.0,2024-08-26
843,49034,Crack,26.0,2025-05-15
844,50331,Material Fault,8.0,2026-02-06
845,37176,Crack,28.0,2024-06-01
846,87193,Crack,33.0,2024-12-15
847,97060,Alignment Issue,31.0,2025-12-18
848,58134,Alignment Issue,17.0,2025-12-08
849,9910,Alignment Issue,41.0,2025-06-06
850,39242,Material Fault,4.0,2025-10-16
851,10524,Alignment Issue,34.0,2025-01-10
852,62280,Color Mismatch,20.0,2024-06-19
853,20149,Crack,19.0,2024-02-29
854,70384,Crack,29.0,2025-03-15
855,18323,Color Mismatch,3.0,2026-02-17
856,89282,Color Mismatch,40.0,2025-12-11
857,80433,Alignment Issue,36.0,2025-08-14
858,15464,Crack,33.0,2024-10-27
859,55288,Material Fault,14.0,2025-07-01
860,22961,Alignment Issue,3.0,2026-01-23
861,35038,Crack,33.0,2025-02-15
862,20023,Material Fault,29.0,2024-04-25
863,22808,Crack,26.0,2024-06-10
864,97106,Crack,45.0,2025-12-14
865,98486,Crack,46.0,2024-05-19
866,42946,Material Fault,47.0,2025-12-08
867,67969,Color Mismatch,4.0,2025-01-29
868,83207,Material Fault,23.0,2024-02-27
869,90021,Crack,44.0,2025-04-22
870,31021,Crack,23.0,2025-05-01
871,57009,Crack,46.0,2025-07-05
872,63591,Alignment Issue,13.0,2024-07-26
873,56533,Crack,28.0,2024-12-26
874,7286,Material Fault,3.0,2024-04-19
875,50082,Alignment Issue,34.0,2025-01-15
876,59955,Crack,47.0,2025-01-15
877,73947,Alignment Issue,26.0,2025-09-14
878,52426,Alignment Issue,39.0,2024-12-03
879,96576,Color Mismatch,38.0,2025-05-08
880,15004,Crack,6.0,2025-04-08
881,5969,Color Mismatch,26.0,2024-12-16
882,84135,Material Fault,10.0,2024-11-24
883,40285,Color Mismatch,4.0,2024-11-23
884,14780,Color Mismatch,,2024-09-26
885,99243,Color Mismatch,1.0,2025-05-31
886,84618,Alignment Issue,19.0,2025-01-16
887,97237,Alignment Issue,19.0,2025-02-26
888,73356,Color Mismatch,33.0,2025-04-14
889,25863,Alignment Issue,49.0,2024-08-12
890,37822,Color Mismatch,45.0,2025-10-14
891,84720,Alignment Issue,14.0,2024-08-19
892,14153,Crack,33.0,2025-08-26
893,98064,Alignment Issue,32.0,2025-11-03
894,44554,Material Fault,21.0,2025-04-27
895,93382,Material Fault,8.0,2025-05-16
896,12400,Crack,33.0,2024-10-17
897,14702,Color Mismatch,5.0,2024-08-24
898,39491,Crack,48.0,2025-09-10
899,98610,Crack,38.0,2024-05-23
900,60491,Alignment Issue,7.0,2025-04-18
901,91173,Crack,12.0,2024-03-23
902,39996,Color Mismatch,30.0,2024-06-17
903,44973,Color Mismatch,28.0,2025-07-11
904,96159,Crack,18.0,2025-07-10
905,61625,Color Mismatch,40.0,2024-05-31
906,72286,Color Mismatch,41.0,2024-07-04
907,15660,Alignment Issue,31.0,2024-08-16
908,85939,Color Mismatch,34.0,2024-07-30
909,2931,Color Mismatch,49.0,2025-12-04
910,93056,Color Mismatch,31.0,2025-11-30
911,1994,Color Mismatch,30.0,2025-11-11
912,82064,Alignment Issue,48.0,2025-04-18
913,40143,Crack,43.0,2025-01-04
914,75086,Alignment Issue,3.0,2024-04-03
915,15801,Color Mismatch,8.0,2024-06-17
916,96831,Alignment Issue,14.0,2025-03-19
917,93724,Alignment Issue,29.0,2025-07-01
918,10094,Color Mismatch,33.0,2024-12-24
919,37055,Color Mismatch,3.0,2025-10-01
920,78054,Material Fault,1.0,2025-06-21
921,18162,Alignment Issue,25.0,2024-10-24
922,20485,Crack,4.0,2025-10-20
923,60665,Alignment Issue,14.0,2025-10-10
924,89474,Material Fault,15.0,2024-04-08
925,1767,Crack,15.0,2025-09-14
926,49940,Material Fault,25.0,2025-06-13
927,94550,Alignment Issue,10.0,2025-05-19
928,74607,Crack,20.0,2024-03-19
929,38891,Crack,43.0,2025-07-09
930,94265,Crack,48.0,2024-05-25
931,4266,Alignment Issue,47.0,2024-05-02
932,1669,Alignment Issue,47.0,2024-07-10
933,11810,Alignment Issue,49.0,2024-10-27
934,47048,Alignment Issue,36.0,2026-01-10
935,25251,Alignment Issue,2.0,2026-01-05
936,96324,Alignment Issue,42.0,2024-10-20
937,97509,Color Mismatch,3.0,2026-02-20
938,96933,Alignment Issue,10.0,2024-08-04
939,95336,Material Fault,3.0,2025-07-08
940,16787,Crack,21.0,2025-04-03
941,4582,Color Mismatch,12.0,2024-11-10
942,91535,Crack,39.0,2025-03-05
943,24368,Color Mismatch,43.0,2024-06-03
944,79069,Material Fault,37.0,2024-12-08
945,73670,Material Fault,29.0,2025-08-19
946,6571,Color Mismatch,39.0,2025-11-29
947,70077,Material Fault,34.0,2026-01-25
948,84045,Crack,35.0,2025-02-27
949,24293,Alignment Issue,40.0,2025-02-16
950,57081,Material Fault,19.0,2025-11-21
951,18350,Color Mismatch,42.0,2024-05-25
952,17007,Alignment Issue,36.0,2024-12-09
953,24559,Crack,48.0,2025-10-01
954,55563,Crack,48.0,2025-12-16
955,45026,Material Fault,49.0,2025-06-13
956,7596,Crack,34.0,2024-08-20
957,40905,Color Mismatch,39.0,2025-05-09
958,61694,Crack,17.0,2025-12-04
959,69811,Material Fault,36.0,2025-01-15
960,98151,Material Fault,49.0,2025-12-03
961,16949,Crack,22.0,2026-02-16
962,24759,Color Mismatch,7.0,2025-07-17
963,37445,Color Mismatch,26.0,2025-10-18
964,47286,Alignment Issue,28.0,2024-05-29
965,92924,Alignment Issue,40.0,2025-06-04
966,57859,Material Fault,26.0,2024-08-26
967,78273,Color Mismatch,,2025-01-01
968,77081,Crack,22.0,2025-08-07
969,61477,Material Fault,45.0,2024-06-18
970,37551,Color Mismatch,23.0,2026-01-07
971,61669,Color Mismatch,7.0,2025-08-02
972,20212,Color Mismatch,23.0,2025-10-05
973,45356,Material Fault,28.0,2025-05-10
974,57166,Material Fault,15.0,2024-10-09
975,55502,Crack,26.0,2024-08-28
976,97138,Alignment Issue,21.0,2025-05-03
977,48899,Material Fault,30.0,2025-09-22
978,10722,Alignment Issue,30.0,2024-10-08
979,66505,Alignment Issue,41.0,2025-08-01
980,66029,Crack,40.0,2025-11-29
981,5575,Alignment Issue,45.0,2024-09-14
982,8994,Crack,14.0,2025-02-24
983,66486,Alignment Issue,42.0,2024-11-19
984,77509,Crack,30.0,2026-02-01
985,29185,Crack,13.0,2024-05-15
986,77595,Color Mismatch,49.0,2024-10-19
987,74898,Crack,13.0,2025-04-01
988,52701,Color Mismatch,21.0,2025-11-10
989,24416,Material Fault,34.0,2024-10-29
990,55612,Material Fault,10.0,2025-05-26
991,11752,Color Mismatch,40.0,2025-10-06
992,58761,Alignment Issue,48.0,2024-10-24
993,92752,Material Fault,26.0,2024-11-18
994,7609,Material Fault,35.0,2024-04-08
995,891,Color Mismatch,48.0,2024-03-23
996,13682,Alignment Issue,10.0,2024-05-09
997,86909,Color Mismatch,5.0,2025-01-03
998,65463,Alignment Issue,11.0,2026-02-10
999,20938,Crack,17.0,2025-03-21
1000,706,Crack,48.0,2025-04-02
1001,68438,Alignment Issue,20.0,2024-07-15
1002,65916,Crack,23.0,2024-10-07
1003,77562,Color Mismatch,14.0,2025-01-14
1004,97938,Color Mismatch,33.0,2025-09-25
1005,58487,Alignment Issue,49.0,2024-06-03
1006,24918,Color Mismatch,30.0,2024-06-27
1007,82511,Crack,14.0,2025-03-07
1008,30154,Alignment Issue,15.0,2025-10-18
1009,11506,Color Mismatch,24.0,2024-07-20
1010,29267,Material Fault,15.0,2024-09-16
1011,58136,Crack,40.0,2025-04-18
1012,79132,Material Fault,39.0,2025-05-23
1013,56482,Crack,10.0,2024-10-17
1014,16101,Color Mismatch,30.0,2025-09-25
1015,54050,Material Fault,21.0,2025-06-10
1016,87068,Color Mismatch,30.0,2024-10-07
1017,50806,Crack,18.0,2025-05-04
1018,24898,Crack,45.0,2024-11-07
1019,62148,Crack,8.0,2024-09-16
1020,41445,Color Mismatch,1.0,2024-03-10
1021,84574,Alignment Issue,25.0,2025-08-06
1022,53231,Crack,17.0,2024-11-22
1023,17043,Crack,38.0,2024-03-31
1024,29506,Alignment Issue,33.0,2024-07-06
1025,19011,Color Mismatch,20.0,2025-02-13
1026,25520,Alignment Issue,24.0,2025-03-09
1027,7334,Alignment Issue,26.0,2025-06-25
1028,85543,Crack,6.0,2025-07-19
1029,69451,Crack,3.0,2026-02-21
1030,78231,Material Fault,46.0,2025-08-20
1031,96028,Color Mismatch,29.0,2024-07-06
1032,22807,Color Mismatch,43.0,2025-07-26
1033,65290,Material Fault,44.0,2025-11-29
1034,43887,Material Fault,23.0,2024-03-04
1035,12353,Alignment Issue,31.0,2025-04-28
1036,46539,Alignment Issue,8.0,2024-08-16
1037,49124,Color Mismatch,35.0,2024-04-22
1038,97970,Color Mismatch,36.0,2025-03-05
1039,40855,Material Fault,42.0,2025-07-02
1040,79356,Color Mismatch,5.0,2025-06-19
1041,99285,Alignment Issue,30.0,2025-01-15
1042,25819,Crack,1.0,2025-08-12
1043,59798,Alignment Issue,44.0,2024-08-17
1044,1208,Alignment Issue,38.0,2025-11-13
1045,6873,Alignment Issue,11.0,2024-08-24
1046,64229,Alignment Issue,21.0,2025-09-23
1047,28705,Alignment Issue,27.0,2025-10-26
1048,26903,Color Mismatch,15.0,2025-11-10
1049,38024,Crack,26.0,2025-04-18
1050,3153,Material Fault,45.0,2025-06-05
1051,78904,Crack,40.0,2024-11-09
1052,25441,Material Fault,21.0,2024-05-06
1053,25474,Alignment Issue,6.0,2025-01-29
1054,20090,Color Mismatch,29.0,2024-05-09
1055,93278,Material Fault,43.0,2025-07-18
1056,96038,Crack,11.0,2024-03-18
1057,23101,Color Mismatch,10.0,2024-10-29
1058,74760,Crack,6.0,2026-01-01
1059,877,Crack,40.0,2025-03-20
1060,36024,Material Fault,10.0,2025-01-27
1061,6997,Material Fault,48.0,2025-10-06
1062,13508,Alignment Issue,26.0,2025-12-06
1063,79589,Color Mismatch,46.0,2025-04-15
1064,99,Color Mismatch,28.0,2024-10-14
1065,8893,Material Fault,37.0,2024-04-14
1066,76042,Alignment Issue,28.0,2024-04-10
1067,57397,Crack,12.0,2025-02-07
1068,73657,Crack,23.0,2025-08-23
1069,43447,Color Mismatch,46.0,2025-06-30
1070,76532,Material Fault,1.0,2024-05-01
1071,52400,Alignment Issue,33.0,2024-03-22
1072,14071,Alignment Issue,49.0,2025-05-29
1073,73844,Material Fault,22.0,2024-12-23
1074,37985,Crack,13.0,2026-01-16
1075,48151,Material Fault,16.0,2024-03-14
1076,37288,Material Fault,32.0,2026-01-01
1077,38499,Alignment Issue,31.0,2024-04-27
1078,59758,Alignment Issue,31.0,2026-01-20
1079,17003,Crack,23.0,2025-06-18
1080,7838,Material Fault,17.0,2025-07-18
1081,90294,Alignment Issue,3.0,2024-05-26
1082,95982,Color Mismatch,23.0,2025-03-17
1083,49510,Material Fault,6.0,2024-10-08
1084,89234,Alignment Issue,36.0,2025-04-20
1085,39891,Crack,26.0,2025-10-29
1086,34874,Color Mismatch,34.0,2025-08-31
1087,63878,Alignment Issue,11.0,2026-02-05
1088,34734,Crack,17.0,2025-10-11
1089,70996,Color Mismatch,20.0,2025-07-20
1090,34143,Material Fault,36.0,2024-08-04
1091,69731,Color Mismatch,29.0,2025-03-31
1092,38524,Color Mismatch,38.0,2025-12-31
1093,51172,Alignment Issue,43.0,2025-01-30
1094,51263,Color Mismatch,16.0,2024-03-26
1095,4240,Material Fault,9.0,2024-03-22
1096,70542,Color Mismatch,37.0,2025-12-13
1097,93837,Material Fault,39.0,2024-07-08
1098,57939,Alignment Issue,19.0,2025-07-20
1099,70254,Material Fault,40.0,2024-05-03
1100,52998,Color Mismatch,32.0,2024-03-28
1101,68685,Crack,27.0,2024-07-08
1102,2509,Material Fault,46.0,2025-06-23
1103,56744,Crack,22.0,2024-05-10
1104,47233,Alignment Issue,14.0,2024-11-17
1105,67285,Color Mismatch,47.0,2025-04-15
1106,98997,Color Mismatch,17.0,2026-01-11
1107,69134,Material Fault,1.0,2025-08-04
1108,27330,Color Mismatch,47.0,2024-08-01
1109,31278,Color Mismatch,4.0,2024-03-31
1110,24432,Alignment Issue,28.0,2024-06-08
1111,22299,Material Fault,24.0,2024-08-01
1112,7208,Crack,11.0,2025-04-28
1113,52134,Crack,19.0,2024-03-17
1114,15441,Color Mismatch,8.0,2025-01-28
1115,26678,Alignment Issue,5.0,2025-06-23
1116,4816,Material Fault,6.0,2025-01-27
1117,36148,Color Mismatch,25.0,2025-02-18
1118,35405,Crack,34.0,2024-06-06
1119,31237,Crack,1.0,2024-12-23
1120,14486,Alignment Issue,27.0,2024-07-23
1121,7371,Alignment Issue,8.0,2025-08-13
1122,63666,Crack,49.0,2025-02-19
1123,83834,Color Mismatch,29.0,2024-08-12
1124,97893,Color Mismatch,34.0,2024-11-02
1125,46578,Crack,28.0,2025-12-31
1126,42840,Color Mismatch,26.0,2025-06-23
1127,80001,Alignment Issue,22.0,2025-12-09
1128,8533,Alignment Issue,27.0,2026-02-10
1129,54278,Material Fault,36.0,2025-11-03
1130,28988,Crack,19.0,2024-08-08
1131,94630,Color Mismatch,4.0,2026-02-07
1132,75808,Crack,35.0,2024-03-27
1133,11445,Alignment Issue,11.0,2025-07-12
1134,58054,Alignment Issue,12.0,2025-09-28
1135,78023,Material Fault,37.0,2024-04-18
1136,21228,Color Mismatch,18.0,2024-07-08
1137,16660,Alignment Issue,21.0,2025-05-17
1138,73894,Color Mismatch,43.0,2025-03-12
1139,22553,Material Fault,3.0,2025-12-18
1140,69226,Alignment Issue,14.0,2024-08-02
1141,82028,Alignment Issue,9.0,2025-05-20
1142,29789,Crack,31.0,2024-12-19
1143,1586,Material Fault,47.0,2025-01-14
1144,4800,Alignment Issue,20.0,2025-10-17
1145,2315,Color Mismatch,10.0,2025-09-30
1146,49340,Crack,,2025-09-26
1147,17768,Material Fault,45.0,2024-06-02
1148,7469,Color Mismatch,4.0,2025-05-31
1149,36145,Material Fault,47.0,2024-03-27
1150,98233,Alignment Issue,35.0,2024-03-01
1151,98713,Material Fault,37.0,2024-08-08
1152,12074,Crack,2.0,2024-02-29
1153,93387,Crack,19.0,2024-08-28
1154,88782,Material Fault,31.0,2024-07-06
1155,31674,Crack,42.0,2025-07-25
1156,69151,Crack,31.0,2024-09-29
1157,41043,Material Fault,31.0,2024-04-14
1158,34229,Color Mismatch,43.0,2025-02-04
1159,24549,Alignment Issue,41.0,2026-02-11
1160,10952,Crack,12.0,2024-03-19
1161,51053,Crack,41.0,2026-01-07
1162,33965,Color Mismatch,39.0,2025-07-31
